,1,2
65,T17,Observation 310 319	bone loss
66,T18,Eq-Comparison 323 335	at least 30%
67,T21,Organism 372 385	P. gingivalis
68,T25,Study 422 431	screening
69,T27,Modifier 473 486	root planning
70,T29,Modifier 524 536	Systemically
71,T30,Condition 537 544	healthy
72,T31,Condition 580 588	Pregnant
73,T33,Condition 592 601	lactating
74,T34,Modifier 625 633	systemic
75,T35,Condition 634 643	pathology
76,T38,Eq-Comparison 653 659	taking
77,T39,Drug 660 670	medication
78,T40,Assertion 676 679	may
79,T41,Condition 691 712	periodontal situation
80,T42,Assertion 731 740	requiring
81,T43,Procedure 741 763	antibiotic prophylaxis
82,T45,Eq-Comparison 775 783	received
83,T46,Modifier 784 792	systemic
84,T47,Procedure 793 816	antimicrobial treatment
85,T48,Eq-Comparison 824 841	previous 6 months
86,T49,Eq-Comparison 853 861	received
87,T50,Procedure 862 883	periodontal treatment
88,T51,Eq-Comparison 891 899	6 months
89,T53,Study 930 935	study
90,T54,Allergy 951 959	allergic
91,T55,Drug 963 976	metronidazole
92,T58,Allergy 1066 1074	allergic
93,T59,Drug 1078 1090	azithromycin
94,T61,Coreference 1123 1154	commercial formulations thereof
95,T62,Drug 1156 1165	Zithromax
96,T63,Condition-Name 38 51	periodontitis
97,T64,Eq-Unit 53 59	stages
98,T65,Eq-Value 60 63	III
99,T66,Eq-Value 67 69	IV
100,T67,Procedure-Name 88 107	periodontal surgery
101,T68,Eq-Operator 118 126	at least
102,T69,Eq-Value 127 129	10
103,T71,Observation-Name 201 214	probing depth
104,T72,Eq-Operator 219 220	>
105,T73,Eq-Value 221 222	6
106,T74,Eq-Unit 223 225	mm
107,T75,Eq-Operator 229 237	at least
108,T76,Eq-Value 238 240	30
109,T77,Eq-Unit 240 241	%
110,T78,Procedure-Name 269 281	radiographic
111,T79,Severity 294 302	moderate
112,T80,Severity 303 309	severe
113,T81,Observation-Name 310 319	bone loss
114,T82,Eq-Operator 323 331	at least
115,T83,Eq-Value 332 334	30
116,T84,Eq-Unit 334 335	%
117,T85,Condition-Name 537 544	healthy
118,T86,Condition-Name 580 588	Pregnant
119,T87,Condition-Name 592 601	lactating
120,T88,Life-Stage-And-Gender 602 607	women
121,T89,Condition-Name 634 643	pathology
122,T90,Eq-Temporal-Period 653 659	taking
123,T91,Stability 680 686	affect
124,T92,Condition-Name 691 712	periodontal situation
125,T93,Procedure-Name 741 763	antibiotic prophylaxis
126,T94,Eq-Temporal-Period 775 783	received
127,T96,Eq-Temporal-Period 824 832	previous
128,T97,Eq-Value 833 834	6
129,T98,Eq-Temporal-Unit 835 841	months
130,T99,Eq-Temporal-Period 853 861	received
131,T100,Procedure-Name 862 883	periodontal treatment
132,T101,Eq-Value 891 892	6
133,T102,Eq-Temporal-Unit 893 899	months
134,T103,Drug-Name 963 976	metronidazole
135,T104,Drug-Name 1078 1090	azithromycin
136,T105,Drug-Name 1156 1165	Zithromax
137,T4,Condition-Name 130 135	teeth
138,T70,Observation 216 218	PS
139,T106,Observation-Name 216 218	PS
140,T13,Condition 249 254	teeth
141,T107,Condition-Name 249 254	teeth
142,T14,Observation 389 408	subgingival samples
143,T22,Specimen 389 408	subgingival samples
144,T24,Modifier 456 468	post-scaling
145,T44,Procedure-Name 793 816	antimicrobial treatment
146,T95,Eq-Comparison 913 922	beginning
147,T111,Eq-Temporal-Recency 913 922	beginning
148,T57,Coreference 1009 1040	commercial formulations thereof
149,T112,Drug 1042 1048	Flagyl
150,T113,Drug-Name 1042 1048	Flagyl
151,T114,Organism-Name 372 385	P. gingivalis
152,T19,Modifier 343 352	dentition
153,A1,Assertion-Type-Value E3 hypothetical
154,A7,Assertion-Type-Value E40 hypothetical
155,A8,Assertion-Type-Value E42 hypothetical
156,A10,Eq-Operator-Value T68 GTEQ
157,A11,Observation-Type-Value E10 measurement
158,A12,Eq-Operator-Value T72 GT
159,A13,Eq-Operator-Value T75 GTEQ
160,A14,Severity-Value T79 moderate
161,A15,Severity-Value T80 severe
162,A16,Eq-Operator-Value T82 GTEQ
163,A17,Life-Stage-And-Gender-Type T88 female
164,A18,Eq-Temporal-Period-Value T90 present
165,A19,Stability-Value T91 change
166,A20,Eq-Temporal-Period-Value T94 past
167,A21,Eq-Temporal-Period-Value T96 past
168,A22,Eq-Temporal-Unit-Value T98 month
169,A23,Eq-Temporal-Period-Value T99 past
170,A24,Eq-Temporal-Unit-Value T102 month
171,A2,Eq-Temporal-Recency-Value T111 first-time
172,R1,Treatment-For Arg1:E5 Arg2:E1
173,R2,Abbrev-Of Arg1:E4 Arg2:E10
174,R3,Found-By Arg1:E17 Arg2:E15
175,R6,If-Then Arg1:T88 Arg2:E33
176,R7,Caused-By Arg1:T91 Arg2:E39
177,R8,Equivalent-To Arg1:E50 Arg2:E49
178,R9,Example-Of Arg1:E64 Arg2:E57
179,R10,Example-Of Arg1:E62 Arg2:E61
180,R4,Found-By Arg1:E21 Arg2:E14
181,R11,During Arg1:E14 Arg2:E25
182,R12,Or Arg1:E31 Arg2:E33
183,R13,Or Arg1:E35 Arg2:E39
184,R14,Before Arg1:E51 Arg2:E44
185,R15,Or Arg1:E55 Arg2:E57
186,R16,Or Arg1:E59 Arg2:E61
187,R17,Or Arg1:E22 Arg2:E27
188,R19,Or Arg1:E41 Arg2:E42
189,T20,Encounter 487 492	visit
190,E20,Encounter:T20
191,A3,Encounter-Type-Value E20 outpatient
192,R5,And Arg1:E25 Arg2:E20
0,E1,Condition:T1 Name:T33
1,E2,Encounter:T2 Location:T35
2,E3,Observation:T3 Name:T36
3,E4,Age:T4 Numeric-Filter:E5
4,E5,Eq-Comparison:T5 Value:T37 Operator:T38
5,E6,Modifier:T6 Modifies:T39
6,E8,Modifier:T8 Modifies:T39
7,E9,Drug:T9 Name:T39 Temporality:E10
8,E10,Eq-Comparison:T10 Operator:T40 Value:T41 Temporal-Unit:T42
9,E12,Encounter:T12
10,E13,Condition:T13 Name:T44
11,E14,Condition:T14 Name:T45
12,E15,Condition:T15 Name:T46
13,E17,Condition:T17 Name:T47
14,E18,Condition:T18 Name:T48
15,E20,Study:T20
16,E21,Condition:T21 Name:T49
17,E23,Eq-Comparison:T23 Temporal-Period:T51
18,E24,Procedure:T24 Name:T52 Temporality:E23
19,E26,Procedure:T26 Name:T53
20,E29,Eq-Comparison:T29 Temporal-Period:T55
21,E33,Eq-Comparison:T59 Temporal-Recency:T60
22,E34,Eq-Comparison:T61 Temporal-Recency:T43
23,E35,Modifier:T62 Modifies:E12
24,E36,Condition:T63 Name:T64 Temporality:E29
25,T1,Condition 25 33	pregnant
26,T2,Encounter 55 60	visit
27,T3,Observation 92 107	gestational age
28,T4,Age 115 119	aged
29,T5,Eq-Comparison 120 131	18 or above
30,T6,Modifier 214 222	systemic
31,T8,Modifier 226 241	topical vaginal
32,T9,Drug 242 253	antibiotics
33,T10,Eq-Comparison 258 272	within 2 weeks
34,T12,Encounter 302 307	visit
35,T13,Condition 314 327	comorbidities
36,T14,Condition 360 386	adverse pregnancy outcomes
37,T15,Condition 394 402	diabetes
38,T17,Condition 407 419	hypertension
39,T18,Condition 437 463	adverse pregnancy outcomes
40,T20,Study 467 478	recruitment
41,T21,Condition 486 496	stillbirth
42,T23,Eq-Comparison 512 528	previous history
43,T24,Procedure 532 534	CT
44,T26,Procedure 538 540	NG
45,T29,Eq-Comparison 558 563	prior
46,T33,Condition-Name 25 33	pregnant
47,T34,Life-Stage-And-Gender 34 39	women
48,T35,Location 68 76	hospital
49,T36,Observation-Name 92 107	gestational age
50,T37,Eq-Value 120 122	18
51,T38,Eq-Operator 123 131	or above
52,T39,Drug-Name 242 253	antibiotics
53,T40,Eq-Operator 258 264	within
54,T41,Eq-Value 265 266	2
55,T42,Eq-Temporal-Unit 267 272	weeks
56,T43,Eq-Temporal-Recency 286 291	first
57,T44,Condition-Name 314 327	comorbidities
58,T45,Condition-Name 360 386	adverse pregnancy outcomes
59,T46,Condition-Name 394 402	diabetes
60,T47,Condition-Name 407 419	hypertension
61,T48,Condition-Name 437 463	adverse pregnancy outcomes
62,T49,Condition-Name 486 496	stillbirth
63,T50,Life-Stage-And-Gender 499 504	Women
64,T51,Eq-Temporal-Period 512 528	previous history
65,T52,Procedure-Name 532 534	CT
66,T53,Procedure-Name 538 540	NG
67,T54,Life-Stage-And-Gender 545 550	women
68,T55,Eq-Temporal-Period 558 563	prior
69,T59,Eq-Comparison 49 54	first
70,T60,Eq-Temporal-Recency 49 54	first
71,T61,Eq-Comparison 286 291	first
72,T62,Modifier 292 301	perinatal
73,T63,Condition 564 579	adverse outcome
74,T64,Condition-Name 564 579	adverse outcome
75,A3,Life-Stage-And-Gender-Type T34 female
76,A4,Location-Value T35 hospital
77,A5,Eq-Operator-Value T38 GTEQ
78,A6,Eq-Operator-Value T40 LTEQ
79,A7,Eq-Temporal-Unit-Value T42 week
80,A8,Eq-Temporal-Recency-Value T43 first-time
81,A9,Life-Stage-And-Gender-Type T50 female
82,A10,Eq-Temporal-Period-Value T51 past
83,A11,Life-Stage-And-Gender-Type T54 female
84,A12,Eq-Temporal-Period-Value T55 past
85,A14,Eq-Temporal-Recency-Value T60 first-time
86,R1,Caused-By Arg1:E14 Arg2:E13
87,R2,Example-Of Arg1:E15 Arg2:E13
88,R3,Example-Of Arg1:E17 Arg2:E13
89,R4,Example-Of Arg1:E21 Arg2:E18
90,R5,Or Arg1:E6 Arg2:E8
91,R6,Before Arg1:E10 Arg2:E34
92,R7,Or Arg1:E15 Arg2:E17
93,R8,During Arg1:E18 Arg2:E20
94,R9,And Arg1:T50 Arg2:E24
95,R10,Or Arg1:E24 Arg2:E26
96,R11,Or Arg1:E26 Arg2:T54
97,R12,And Arg1:T54 Arg2:E36
0,E1,Modifier:T1 Modifies:T22
1,E2,Condition:T2 Name:T22 Temporality:E21
2,E3,Other:T3 Is-Other:E5
3,E4,Assertion:T4 Asserted:E5
4,E5,Condition:T5
5,E6,Condition:T6 Name:T23
6,E7,Modifier:T7 Modifies:T23
7,E9,Modifier:T9 Modifies:T23
8,E10,Condition:T10 Name:T25
9,E11,Condition:T11 Name:T26
10,E12,Other:T12 Is-Other:E13
11,E13,Condition:T13 Name:T27
12,E14,Condition:T14 Name:T28
13,E16,Condition:T16 Name:T32
14,E17,Modifier:T17 Modifies:E20
15,E19,Modifier:T19 Modifies:E20
16,E20,Condition:T20 Acuteness:T33 Name:T29
17,E21,Eq-Comparison:T30 Temporal-Recency:T21
18,E22,Negation:T31 Negates:E5
19,E23,Negation:T24 Negates:E9
20,T1,Modifier 41 55	primary immune
21,T2,Condition 56 72	thrombocytopenic
22,T3,Other 141 146	other
23,T4,Assertion 147 155	possible
24,T5,Condition 156 161	cause
25,T6,Condition 165 181	thrombocytopenia
26,T7,Modifier 189 195	immune
27,T9,Modifier 203 209	immune
28,T10,Condition 233 241	diabetes
29,T11,Condition 247 250	HCV
30,T12,Other 256 261	other
31,T13,Condition 262 280	autoimmune disease
32,T14,Condition 285 288	SLE
33,T16,Condition 292 294	RA
34,T17,Modifier 309 314	Liver
35,T19,Modifier 318 324	kidney
36,T20,Condition 325 332	disease
37,T21,Eq-Temporal-Recency 25 30	newly
38,T22,Condition-Name 56 72	thrombocytopenic
39,T23,Condition-Name 165 181	thrombocytopenia
40,T25,Condition-Name 233 241	diabetes
41,T26,Condition-Name 247 250	HCV
42,T27,Condition-Name 262 280	autoimmune disease
43,T28,Condition-Name 285 288	SLE
44,T29,Condition-Name 325 332	disease
45,T30,Eq-Comparison 25 30	newly
46,T31,Negation 115 122	exclude
47,T24,Negation 199 202	non
48,T32,Condition-Name 292 294	RA
49,T33,Acuteness 301 308	Chronic
50,A1,Assertion-Type-Value E4 possible
51,A2,Eq-Temporal-Recency-Value T21 first-time
52,A3,Acuteness-Type-Value T33 chronic
53,R1,Caused-By Arg1:E6 Arg2:E5
54,R2,Example-Of Arg1:E14 Arg2:E13
55,R3,Example-Of Arg1:E16 Arg2:E13
56,R4,Or Arg1:E7 Arg2:E9
57,R5,Or Arg1:E14 Arg2:E16
58,R6,Or Arg1:E17 Arg2:E19
0,E2,Age:T2 Numeric-Filter:E3
1,E3,Eq-Comparison:T3 Value:T27 Operator:T28
2,E4,Modifier:T4 Modifies:T29
3,E5,Assertion:T5 Asserted:E8
4,E7,Assertion:T7 Asserted:E8
5,E8,Condition:T8 Name:T29
6,E9,Eq-Comparison:T9 Value:T30 Operator:T31
7,E10,Observation:T10 Name:T37 Numeric-Filter:E9
8,E11,Condition:T11 Name:T38
9,E12,Eq-Comparison:T12 Temporal-Period:T32
10,E14,Study:T14 Study-Of:E28
11,E15,Assertion:T15 Asserted:E16
12,E16,Condition:T16 Name:T34
13,E17,Condition:T17 Name:T35
14,E18,Assertion:T18 Asserted:E17
15,E19,Condition:T19
16,E20,Modifier:T20 Modifies:E19
17,E21,Modifier:T21 Modifies:E19
18,E22,Assertion:T22 Asserted:T36
19,E23,Assertion:T23 Asserted:E34
20,E24,Study:T24
21,E25,Modifier:T39 Modifies:T38
22,E26,Modifier:T40 Modifies:T38
23,E27,Assertion:T41 Asserted:E14
24,E28,Procedure:T42
25,E30,Negation:T33 Negates:E16
26,E32,Modifier:T45 Modifies:E19
27,E34,Negation:T47 Negates:E24
28,T2,Age 41 44	age
29,T3,Eq-Comparison 45 56	21 or older
30,T4,Modifier 78 86	definite
31,T5,Assertion 88 96	probable
32,T7,Assertion 101 109	possible
33,T8,Condition 110 113	ALS
34,T9,Eq-Comparison 169 190	score of 2 or greater
35,T10,Observation 198 229	speech question of the ALSFRS-R
36,T11,Condition 236 242	speech
37,T12,Eq-Comparison 381 390	scheduled
38,T13,Encounter 391 397	visits
39,T14,Study 402 407	study
40,T15,Assertion 750 758	symptoms
41,T16,Condition 762 798	frontotemporal cognitive dysfunction
42,T17,Condition 855 864	cognitive
43,T18,Assertion 865 873	symptoms
44,T19,Condition 1045 1054	condition
45,T20,Modifier 1056 1064	physical
46,T21,Modifier 1066 1072	mental
47,T22,Assertion 1093 1099	likely
48,T23,Assertion 1234 1246	candidate to
49,T24,Study 1287 1292	study
50,T25,Life-Stage-And-Gender 25 29	male
51,T26,Life-Stage-And-Gender 33 39	female
52,T27,Eq-Value 45 47	21
53,T28,Eq-Operator 48 56	or older
54,T29,Condition-Name 110 113	ALS
55,T30,Eq-Value 178 179	2
56,T31,Eq-Operator 180 190	or greater
57,T32,Eq-Temporal-Period 381 390	scheduled
58,T34,Condition-Name 762 798	frontotemporal cognitive dysfunction
59,T36,Stability 1103 1109	affect
60,T37,Observation-Name 198 229	speech question of the ALSFRS-R
61,T38,Condition-Name 236 242	speech
62,T39,Modifier 246 258	intelligible
63,T40,Modifier 264 285	occasional repetition
64,T41,Assertion 334 365	willingness and medical ability
65,T42,Procedure 408 418	procedures
66,T33,Negation 741 743	NO
67,T35,Condition-Name 855 864	cognitive
68,T45,Modifier 1077 1083	social
69,T47,Negation 1257 1267	unsuitable
70,A1,Assertion-Type-Value E15 possible
71,A2,Assertion-Type-Value E18 possible
72,A3,Assertion-Type-Value E22 hypothetical
73,A4,Assertion-Type-Value E23 hypothetical
74,A5,Life-Stage-And-Gender-Type T25 male
75,A6,Life-Stage-And-Gender-Type T26 female
76,A7,Eq-Operator-Value T28 GTEQ
77,A8,Eq-Operator-Value T31 GTEQ
78,A9,Eq-Temporal-Period-Value T32 future
79,A10,Stability-Value T36 change
80,A11,Assertion-Type-Value E5 possible
81,A12,Assertion-Type-Value E7 possible
82,A13,Observation-Type-Value E10 clinical-score
83,A14,Assertion-Type-Value E27 hypothetical
84,R1,Equivalent-To Arg1:E11 Arg2:E10
85,R3,Caused-By Arg1:T36 Arg2:E19
86,R4,Or Arg1:T25 Arg2:T26
87,R5,Or Arg1:E5 Arg2:E7
88,R7,And Arg1:E16 Arg2:E17
89,R8,Or Arg1:E21 Arg2:E32
90,R9,Or Arg1:E20 Arg2:E21
91,E1,Encounter:T13 Temporality:E12
92,R2,And Arg1:E1 Arg2:E14
0,E1,Age:T1 Numeric-Filter:E2
1,E2,Eq-Comparison:T2 Value:T43 Operator:T44 Value:T45 Temporal-Unit:T46
2,E3,Eq-Comparison:T3 Value:T47 Operator:T48
3,E4,Condition:T4 Name:T49
4,E5,Condition:T5 Name:T50
5,E7,Condition:T7 Name:T51
6,E8,Observation:T8 Name:T52
7,E9,Observation:T9 Name:T53 Numeric-Filter:E10
8,E10,Eq-Comparison:T10 Operator:T54 Unit:T55 Per:T56 Value:T90
9,E12,Modifier:T12 Modifies:T57
10,E13,Condition:T13 Name:T57
11,E14,Observation:T14 Name:T58 Numeric-Filter:E15
12,E15,Eq-Comparison:T15 Operator:T59 Unit:T60 Value:T91
13,E16,Observation:T16 Name:T62 Polarity:T61
14,E17,Observation:T17 Name:T63 Numeric-Filter:E18
15,E18,Eq-Comparison:T18 Operator:T64 Value2:T92 Unit:T66
16,E20,Observation:T20 Name:T67 Numeric-Filter:E21
17,E21,Eq-Comparison:T21 Operator:T68 Unit:T69 Value:T93
18,E22,Observation:T22 Name:T72 Polarity:T71 Numeric-Filter:E23
19,E23,Eq-Comparison:T23 Value:T73 Unit:T74 Operator:T65 Per:T75
20,E25,Eq-Comparison:T25 Temporal-Period:T76
21,E26,Observation:T26 Name:T77 Temporality:E25
22,E27,Eq-Comparison:T27 Temporal-Period:T78
23,E28,Procedure:T28 Name:T79 Temporality:E27
24,E29,Study:T29
25,E30,Eq-Comparison:T30 Temporal-Period:T80
26,E31,Condition:T31 Name:T81 Temporality:E30
27,E32,Condition:T32 Name:T82
28,E33,Condition:T33 Name:T83
29,E34,Condition:T34 Name:T84
30,E36,Condition:T36 Name:T85
31,E37,Condition:T37 Name:T86
32,E38,Modifier:T38 Modifies:E41
33,E40,Modifier:T40 Modifies:E41
34,E41,Condition:T41 Severity:T87 Name:T6
35,E42,Risk:T89 Risk-For:E4 Minimum-Count:E3
36,T1,Age 41 44	age
37,T2,Eq-Comparison 45 59	45 to 60 years
38,T3,Eq-Comparison 65 76	one or more
39,T4,Condition 77 79	CV
40,T5,Condition 94 104	overweight
41,T7,Condition 108 115	obesity
42,T8,Observation 123 138	body mass index
43,T9,Observation 140 143	BMI
44,T10,Eq-Comparison 145 154	≥25 kg/m2
45,T12,Modifier 163 170	central
46,T13,Condition 171 178	obesity
47,T14,Observation 181 200	waist circumference
48,T15,Eq-Comparison 201 207	≥88 cm
49,T16,Observation 214 228	blood pressure
50,T17,Observation 230 253	systolic blood pressure
51,T18,Eq-Comparison 254 264	≥140 mm Hg
52,T20,Observation 272 296	diastolic blood pressure
53,T21,Eq-Comparison 297 306	≥90 mm Hg
54,T22,Observation 314 331	blood cholesterol
55,T23,Eq-Comparison 333 344	≥5.2 mmol/L
56,T25,Eq-Comparison 350 356	active
57,T26,Observation 357 364	smoking
58,T27,Eq-Comparison 384 386	on
59,T28,Procedure 387 411	antihypertensive therapy
60,T29,Study 438 443	study
61,T30,Eq-Comparison 469 476	current
62,T31,Condition 477 499	cardiovascular disease
63,T32,Condition 501 504	CVD
64,T33,Condition 507 529	ischemic heart disease
65,T34,Condition 531 556	peripheral artery disease
66,T36,Condition 562 568	stroke
67,T37,Condition 575 593	malignant diseases
68,T38,Modifier 607 615	systemic
69,T40,Modifier 619 625	mental
70,T41,Condition 626 634	diseases
71,T42,Life-Stage-And-Gender 25 31	female
72,T43,Eq-Value 45 47	45
73,T44,Eq-Operator 48 50	to
74,T45,Eq-Value 51 53	60
75,T46,Eq-Temporal-Unit 54 59	years
76,T47,Eq-Value 65 68	one
77,T48,Eq-Operator 69 76	or more
78,T49,Condition-Name 77 79	CV
79,T50,Condition-Name 94 104	overweight
80,T51,Condition-Name 108 115	obesity
81,T52,Observation-Name 123 138	body mass index
82,T53,Observation-Name 140 143	BMI
83,T54,Eq-Operator 145 146	≥
84,T55,Eq-Unit 149 151	kg
85,T56,Eq-Unit 152 154	m2
86,T57,Condition-Name 171 178	obesity
87,T58,Observation-Name 181 200	waist circumference
88,T59,Eq-Operator 201 202	≥
89,T60,Eq-Unit 205 207	cm
90,T61,Polarity 209 213	high
91,T62,Observation-Name 214 228	blood pressure
92,T63,Observation-Name 230 253	systolic blood pressure
93,T64,Eq-Operator 254 255	≥
94,T66,Eq-Unit 259 264	mm Hg
95,T67,Observation-Name 272 296	diastolic blood pressure
96,T68,Eq-Operator 297 298	≥
97,T69,Eq-Unit 301 306	mm Hg
98,T71,Polarity 309 313	high
99,T72,Observation-Name 314 331	blood cholesterol
100,T73,Eq-Value 334 337	5.2
101,T74,Eq-Unit 338 342	mmol
102,T75,Eq-Unit 343 344	L
103,T76,Eq-Temporal-Period 350 356	active
104,T77,Observation-Name 357 364	smoking
105,T78,Eq-Temporal-Period 384 386	on
106,T79,Procedure-Name 387 411	antihypertensive therapy
107,T80,Eq-Temporal-Period 469 476	current
108,T81,Condition-Name 477 499	cardiovascular disease
109,T82,Condition-Name 501 504	CVD
110,T83,Condition-Name 507 529	ischemic heart disease
111,T84,Condition-Name 531 556	peripheral artery disease
112,T85,Condition-Name 562 568	stroke
113,T86,Condition-Name 575 593	malignant diseases
114,T87,Severity 599 606	serious
115,T89,Risk 80 92	risk factors
116,T90,Eq-Value 146 148	25
117,T91,Eq-Value 202 204	88
118,T92,Eq-Value 255 258	140
119,T93,Eq-Value 298 300	90
120,T65,Eq-Operator 333 334	≥
121,A1,Life-Stage-And-Gender-Type T42 female
122,A2,Eq-Operator-Value T44 BETWEEN
123,A3,Eq-Temporal-Unit-Value T46 year
124,A4,Eq-Operator-Value T48 GTEQ
125,A5,Observation-Type-Value E8 vital
126,A6,Observation-Type-Value E9 vital
127,A7,Eq-Operator-Value T54 GTEQ
128,A8,Observation-Type-Value E14 measurement
129,A9,Eq-Operator-Value T59 GTEQ
130,A10,Polarity-Value T61 high
131,A11,Observation-Type-Value E16 vital
132,A12,Observation-Type-Value E17 vital
133,A13,Eq-Operator-Value T64 GTEQ
134,A14,Observation-Type-Value E20 vital
135,A15,Eq-Operator-Value T68 GTEQ
136,A16,Polarity-Value T71 high
137,A17,Observation-Type-Value E22 lab
138,A18,Eq-Temporal-Period-Value T76 present
139,A19,Eq-Temporal-Period-Value T78 present
140,A20,Eq-Temporal-Period-Value T80 present
141,A21,Severity-Value T87 severe
142,A22,Eq-Operator-Value T65 GTEQ
143,R1,Example-Of Arg1:E5 Arg2:E42
144,R2,Example-Of Arg1:E7 Arg2:E42
145,R3,Abbrev-Of Arg1:E9 Arg2:E8
146,R4,Equivalent-To Arg1:E8 Arg2:E7
147,R5,Equivalent-To Arg1:E14 Arg2:E13
148,R6,Equivalent-To Arg1:E17 Arg2:E16
149,R7,Equivalent-To Arg1:E20 Arg2:E16
150,R8,Abbrev-Of Arg1:E32 Arg2:E31
151,R9,Example-Of Arg1:E33 Arg2:E31
152,R10,Example-Of Arg1:E34 Arg2:E31
153,R11,Example-Of Arg1:E36 Arg2:E31
154,R12,Or Arg1:E5 Arg2:E7
155,R13,Or Arg1:E7 Arg2:E13
156,R14,Or Arg1:E17 Arg2:E20
157,R15,And Arg1:E22 Arg2:E26
158,R16,Or Arg1:E34 Arg2:E36
159,R17,Or Arg1:E38 Arg2:E40
160,R18,Or Arg1:E33 Arg2:E34
161,T6,Condition-Name 626 634	diseases
0,E1,Eq-Comparison:T1 Operator:T93 Value:T94 Temporal-Unit:T95
1,E2,Age:T2 Numeric-Filter:E1
2,E4,Assertion:T4 Asserted:E5
3,E5,Condition:T5 Name:T96
4,E7,Condition:T7 Name:T98
5,E8,Condition:T8 Name:T99
6,E9,Modifier:T9 Modifies:T100
7,E10,Condition:T10 Name:T100
8,E11,Observation:T11 Name:T101
9,E12,Observation:T12 Name:T102 Numeric-Filter:E13
10,E13,Eq-Comparison:T13 Operator:T103 Value:T104 Unit:T105
11,E15,Observation:T15 Name:T106
12,E16,Eq-Comparison:T16 Operator:T107 Value:T108 Unit:T109
13,E17,Observation:T17 Name:T110 Numeric-Filter:E18
14,E18,Eq-Comparison:T18 Operator:T111 Value:T112 Unit:T113 Per:T114
15,E19,Modifier:T19 Modifies:T110
16,E21,Procedure:T21 Name:T115
17,E23,Eq-Comparison:T23 Value:T117 Unit:T118 Operator:T116
18,E25,Observation:T25 Name:T180 Numeric-Filter:E26
19,E26,Eq-Comparison:T26 Operator:T119 Value:T120 Unit:T121
20,E28,Condition:T28 Name:T199
21,E29,Observation:T29 Name:T122 Numeric-Filter:E30
22,E30,Eq-Comparison:T30 Operator:T123 Value:T124
23,E32,Observation:T32 Name:T125 Numeric-Filter:E33
24,E33,Eq-Comparison:T33 Operator:T126 Value:T127
25,E34,Modifier:T34 Modifies:T128
26,E35,Modifier:T35 Modifies:T128
27,E36,Condition:T36 Name:T128
28,E39,Condition:T39 Name:T130
29,E40,Condition:T40 Name:T132 Severity:T131
30,E41,Observation:T41 Name:T133
31,E42,Observation:T42 Name:T134 Numeric-Filter:E43
32,E44,Condition:T44 Name:T136 Severity:T135
33,E45,Assertion:T45 Asserted:E46 Asserted2:E48
34,E46,Procedure:T46 Name:T193
35,E48,Procedure:T48 Name:T137
36,E49,Condition:T49 Name:T139 Severity:T138
37,E50,Observation:T50 Name:T140 Stage:E51
38,E51,Eq-Comparison:T51 Unit:T141 Value:T142
39,E52,Condition:T52 Name:T143
40,E53,Assertion:T53 Asserted:E54
41,E54,Procedure:T54 Name:T144
42,E56,Procedure:T56 Name:T145 Temporality:E64 Temporality2:E67
43,E57,Modifier:T57 Modifies:T145
44,E58,Modifier:T58 Modifies:T145
45,E59,Modifier:T59 Modifies:T145
46,E60,Modifier:T60 Modifies:T145
47,E61,Modifier:T61 Modifies:T145
48,E63,Modifier:T63 Modifies:T145
49,E64,Eq-Comparison:T64 Temporal-Period:T147 Value:T148 Temporal-Unit:T149
50,E66,Assertion:T66 Asserted:E67
51,E67,Eq-Comparison:T67 Operator:T150 Temporal-Period:T151 Value:T152 Temporal-Unit:T153
52,E68,Eq-Comparison:T68 Temporal-Period:T154
53,E69,Condition:T69 Name:T155 Temporality:E68
54,E71,Encounter:T71
55,E72,Observation:T72 Name:T158 Numeric-Filter:E73
56,E73,Eq-Comparison:T73 Operator:T159 Value:T160 Per:T146
57,E74,Observation:T74 Name:T161 Numeric-Filter:E75
58,E75,Eq-Comparison:T75 Operator:T162 Value:T163 Per:T194
59,E76,Negation:T76 Negates:E77
60,E77,Assertion:T77 Asserted:E78
61,E78,Procedure:T78 Temporality:E107
62,E79,Other:T79 Is-Other:E82
63,E81,Drug:T81
64,E82,Study:T82 Study-Of:E81 Temporality:E83
65,E83,Eq-Comparison:T83 Operator:T165 Temporal-Period:T166 Value:T167 Temporal-Unit:T168
66,E84,Allergy:T84 Name:E86 Name2:E80
67,E85,Study:T85 Study-Of:E86
68,E86,Drug:T86
69,E89,Condition:T89 Name:T169
70,E90,Eq-Comparison:T90 Temporal-Period:T88
71,E91,Observation:T91 Name:T170 Numeric-Filter:E90
72,E92,Observation:T92 Name:T171
73,E94,Eq-Comparison:T173 Value:T174 Operator:T97
74,E6,Criteria-Count:T6 Min-Value:E94 Criteria:E7 Criteria2:E10 Criteria3:E28
75,E95,Observation:T175 Name:T176 Numeric-Filter:E16
76,E97,Observation:T178 Name:T179 Numeric-Filter:E23
77,E22,Assertion:T22 Asserted:E97 Asserted2:E25
78,E98,Observation:T181 Name:T182 Numeric-Filter:E30
79,E100,Observation:T184 Name:T185 Numeric-Filter:E33
80,E38,Observation:T38 Name:T187 Numeric-Filter:E104
81,E102,Observation:T188 Name:T189 Numeric-Filter:E104
82,E104,Eq-Comparison:T191 Value:T129
83,E43,Eq-Comparison:T43 Value:T192
84,E105,Procedure:T195
85,E106,Contraindication:T196 Contraindicates:E105
86,E107,Eq-Comparison:T164 Temporal-Period:T197
